time;V(/vin);V(/vout);
0.101562;-2.26838;1.57117;
0.101562;-2.27884;1.56349;
0.101562;-2.2893;1.5558;
0.101563;-2.29975;1.54811;
0.101563;-2.31019;1.54041;
0.101563;-2.32063;1.53271;
0.101564;-2.33105;1.525;
0.101564;-2.34147;1.51728;
0.101564;-2.35188;1.50956;
0.101564;-2.36228;1.50184;
0.101565;-2.37267;1.49411;
0.101565;-2.38305;1.48637;
0.101565;-2.39343;1.47863;
0.101566;-2.40379;1.47088;
0.101566;-2.41415;1.46313;
0.101566;-2.4245;1.45537;
0.101567;-2.43484;1.44761;
0.101567;-2.44518;1.43984;
0.101567;-2.4555;1.43207;
0.101567;-2.46581;1.42429;
0.101568;-2.47612;1.41651;
0.101568;-2.48642;1.40872;
0.101568;-2.49671;1.40093;
0.101569;-2.50699;1.39313;
0.101569;-2.51726;1.38533;
0.101569;-2.52752;1.37752;
0.10157;-2.53777;1.36971;
0.10157;-2.54801;1.36189;
0.10157;-2.55825;1.35407;
0.10157;-2.56848;1.34624;
0.101571;-2.57869;1.33841;
0.101571;-2.5889;1.33057;
0.101571;-2.5991;1.32273;
0.101572;-2.60929;1.31489;
0.101572;-2.61947;1.30704;
0.101572;-2.62964;1.29918;
0.101573;-2.6398;1.29132;
0.101573;-2.64995;1.28346;
0.101573;-2.66009;1.27559;
0.101573;-2.67022;1.26771;
0.101574;-2.68035;1.25984;
0.101574;-2.69046;1.25195;
0.101574;-2.70056;1.24407;
0.101575;-2.71066;1.23617;
0.101575;-2.72074;1.22828;
0.101575;-2.73082;1.22038;
0.101576;-2.74089;1.21247;
0.101576;-2.75094;1.20456;
0.101576;-2.76099;1.19665;
0.101576;-2.77102;1.18873;
0.101577;-2.78105;1.18081;
0.101577;-2.79107;1.17289;
0.101577;-2.80107;1.16496;
0.101578;-2.81107;1.15702;
0.101578;-2.82106;1.14908;
0.101578;-2.83103;1.14114;
0.101579;-2.841;1.1332;
0.101579;-2.85096;1.12525;
0.101579;-2.8609;1.11729;
0.101579;-2.87084;1.10933;
0.10158;-2.88076;1.10137;
0.10158;-2.89068;1.0934;
0.10158;-2.90059;1.08543;
0.101581;-2.91048;1.07746;
0.101581;-2.92037;1.06948;
0.101581;-2.93024;1.0615;
0.101582;-2.9401;1.05352;
0.101582;-2.94996;1.04553;
0.101582;-2.9598;1.03753;
0.101582;-2.96963;1.02954;
0.101583;-2.97946;1.02154;
0.101583;-2.98927;1.01353;
0.101583;-2.99907;1.00553;
0.101584;-3.00886;0.997515;
0.101584;-3.01864;0.9895;
0.101584;-3.02841;0.981482;
0.101585;-3.03816;0.973461;
0.101585;-3.04791;0.965436;
0.101585;-3.05765;0.957407;
0.101585;-3.06737;0.949376;
0.101586;-3.07709;0.94134;
0.101586;-3.08679;0.933302;
0.101586;-3.09648;0.92526;
0.101587;-3.10617;0.917215;
0.101587;-3.11584;0.909166;
0.101587;-3.1255;0.901115;
0.101588;-3.13515;0.89306;
0.101588;-3.14478;0.885002;
0.101588;-3.15441;0.876941;
0.101588;-3.16402;0.868877;
0.101589;-3.17363;0.860809;
0.101589;-3.18322;0.852739;
0.101589;-3.1928;0.844666;
0.10159;-3.20237;0.836589;
0.10159;-3.21193;0.82851;
0.10159;-3.22148;0.820427;
0.101591;-3.23101;0.812342;
0.101591;-3.24054;0.804254;
0.101591;-3.25005;0.796163;
0.101591;-3.25955;0.788069;
0.101592;-3.26904;0.779972;
0.101592;-3.27852;0.771873;
0.101592;-3.28798;0.763771;
0.101593;-3.29744;0.755666;
0.101593;-3.30688;0.747559;
0.101593;-3.31631;0.739448;
0.101594;-3.32573;0.731336;
0.101594;-3.33514;0.72322;
0.101594;-3.34453;0.715102;
0.101594;-3.35392;0.706982;
0.101595;-3.36329;0.698859;
0.101595;-3.37265;0.690733;
0.101595;-3.382;0.682605;
0.101596;-3.39133;0.674475;
0.101596;-3.40066;0.666342;
0.101596;-3.40997;0.658207;
0.101597;-3.41927;0.650069;
0.101597;-3.42856;0.641929;
0.101597;-3.43783;0.633787;
0.101597;-3.44709;0.625643;
0.101598;-3.45634;0.617496;
0.101598;-3.46558;0.609347;
0.101598;-3.47481;0.601197;
0.101599;-3.48402;0.593043;
0.101599;-3.49323;0.584888;
0.101599;-3.50241;0.576731;
0.1016;-3.51159;0.568572;
0.1016;-3.52075;0.56041;
0.1016;-3.52991;0.552247;
0.1016;-3.53905;0.544082;
0.101601;-3.54817;0.535915;
0.101601;-3.55729;0.527745;
0.101601;-3.56639;0.519574;
0.101602;-3.57548;0.511402;
0.101602;-3.58455;0.503227;
0.101602;-3.59362;0.495051;
0.101603;-3.60267;0.486872;
0.101603;-3.6117;0.478692;
0.101603;-3.62073;0.470511;
0.101603;-3.62974;0.462327;
0.101604;-3.63874;0.454142;
0.101604;-3.64772;0.445956;
0.101604;-3.6567;0.437768;
0.101605;-3.66566;0.429578;
0.101605;-3.67461;0.421387;
0.101605;-3.68354;0.413194;
0.101606;-3.69246;0.405;
0.101606;-3.70137;0.396804;
0.101606;-3.71026;0.388607;
0.101606;-3.71914;0.380409;
0.101607;-3.72801;0.372209;
0.101607;-3.73687;0.364008;
0.101607;-3.74571;0.355806;
0.101608;-3.75454;0.347602;
0.101608;-3.76335;0.339397;
0.101608;-3.77215;0.331191;
0.101609;-3.78094;0.322984;
0.101609;-3.78972;0.314775;
0.101609;-3.79848;0.306566;
0.101609;-3.80723;0.298355;
0.10161;-3.81596;0.290143;
0.10161;-3.82468;0.281931;
0.10161;-3.83339;0.273717;
0.101611;-3.84208;0.265502;
0.101611;-3.85076;0.257287;
0.101611;-3.85943;0.24907;
0.101612;-3.86808;0.240853;
0.101612;-3.87672;0.232634;
0.101612;-3.88535;0.224415;
0.101612;-3.89396;0.216195;
0.101613;-3.90256;0.207975;
0.101613;-3.91114;0.199753;
0.101613;-3.91971;0.191531;
0.101614;-3.92826;0.183308;
0.101614;-3.93681;0.175085;
0.101614;-3.94533;0.166861;
0.101615;-3.95385;0.158636;
0.101615;-3.96235;0.150411;
0.101615;-3.97083;0.142185;
0.101615;-3.97931;0.133959;
0.101616;-3.98776;0.125732;
0.101616;-3.99621;0.117505;
0.101616;-4.00463;0.109277;
0.101617;-4.01305;0.101049;
0.101617;-4.02145;0.0928207;
0.101617;-4.02984;0.084592;
0.101618;-4.03821;0.076363;
0.101618;-4.04657;0.0681338;
0.101618;-4.05491;0.0599043;
0.101618;-4.06324;0.0516745;
0.101619;-4.07155;0.0434446;
0.101619;-4.07985;0.0352146;
0.101619;-4.08814;0.0269844;
0.10162;-4.09641;0.0187541;
0.10162;-4.10467;0.0105237;
0.10162;-4.11291;0.00229334;
0.101621;-4.12113;-0.00593705;
0.101621;-4.12935;-0.0141674;
0.101621;-4.13754;-0.0223978;
0.101621;-4.14573;-0.030628;
0.101622;-4.1539;-0.0388581;
0.101622;-4.16205;-0.0470881;
0.101622;-4.17019;-0.055318;
0.101623;-4.17831;-0.0635476;
0.101623;-4.18642;-0.071777;
0.101623;-4.19452;-0.0800062;
0.101624;-4.2026;-0.088235;
0.101624;-4.21066;-0.0964636;
0.101624;-4.21871;-0.104692;
0.101624;-4.22674;-0.11292;
0.101625;-4.23476;-0.121147;
0.101625;-4.24277;-0.129374;
0.101625;-4.25076;-0.137601;
0.101626;-4.25873;-0.145827;
0.101626;-4.26669;-0.154052;
0.101626;-4.27464;-0.162277;
0.101627;-4.28256;-0.170502;
0.101627;-4.29048;-0.178725;
0.101627;-4.29838;-0.186949;
0.101627;-4.30626;-0.195171;
0.101628;-4.31413;-0.203393;
0.101628;-4.32198;-0.211614;
0.101628;-4.32982;-0.219834;
0.101629;-4.33764;-0.228054;
0.101629;-4.34544;-0.236273;
0.101629;-4.35324;-0.244491;
0.10163;-4.36101;-0.252708;
0.10163;-4.36877;-0.260924;
0.10163;-4.37651;-0.269139;
0.10163;-4.38424;-0.277353;
0.101631;-4.39196;-0.285567;
0.101631;-4.39965;-0.293779;
0.101631;-4.40734;-0.30199;
0.101632;-4.415;-0.3102;
0.101632;-4.42265;-0.318409;
0.101632;-4.43029;-0.326617;
0.101633;-4.43791;-0.334824;
0.101633;-4.44551;-0.34303;
0.101633;-4.4531;-0.351234;
0.101633;-4.46067;-0.359437;
0.101634;-4.46823;-0.367639;
0.101634;-4.47577;-0.375839;
0.101634;-4.48329;-0.384039;
0.101635;-4.4908;-0.392236;
0.101635;-4.49829;-0.400433;
0.101635;-4.50577;-0.408628;
0.101636;-4.51323;-0.416821;
0.101636;-4.52067;-0.425013;
0.101636;-4.5281;-0.433204;
0.101636;-4.53551;-0.441393;
0.101637;-4.54291;-0.44958;
0.101637;-4.55029;-0.457766;
0.101637;-4.55765;-0.465951;
0.101638;-4.565;-0.474133;
0.101638;-4.57233;-0.482314;
0.101638;-4.57965;-0.490493;
0.101639;-4.58695;-0.498671;
0.101639;-4.59423;-0.506846;
0.101639;-4.60149;-0.51502;
0.101639;-4.60874;-0.523192;
0.10164;-4.61598;-0.531362;
0.10164;-4.62319;-0.539531;
0.10164;-4.6304;-0.547697;
0.101641;-4.63758;-0.555861;
0.101641;-4.64475;-0.564024;
0.101641;-4.6519;-0.572184;
0.101642;-4.65903;-0.580343;
0.101642;-4.66615;-0.588499;
0.101642;-4.67325;-0.596653;
0.101642;-4.68034;-0.604805;
0.101643;-4.68741;-0.612955;
0.101643;-4.69446;-0.621103;
0.101643;-4.70149;-0.629249;
0.101644;-4.70851;-0.637392;
0.101644;-4.71551;-0.645533;
0.101644;-4.7225;-0.653672;
0.101645;-4.72946;-0.661808;
0.101645;-4.73642;-0.669943;
0.101645;-4.74335;-0.678074;
0.101645;-4.75027;-0.686204;
0.101646;-4.75717;-0.694331;
0.101646;-4.76405;-0.702455;
0.101646;-4.77092;-0.710577;
0.101647;-4.77777;-0.718696;
0.101647;-4.7846;-0.726813;
0.101647;-4.79142;-0.734927;
0.101648;-4.79822;-0.743039;
0.101648;-4.805;-0.751148;
0.101648;-4.81176;-0.759255;
0.101648;-4.81851;-0.767358;
0.101649;-4.82524;-0.775459;
0.101649;-4.83195;-0.783557;
0.101649;-4.83865;-0.791653;
0.10165;-4.84533;-0.799745;
0.10165;-4.85199;-0.807835;
0.10165;-4.85864;-0.815922;
0.101651;-4.86526;-0.824006;
0.101651;-4.87187;-0.832087;
0.101651;-4.87847;-0.840165;
0.101651;-4.88504;-0.84824;
0.101652;-4.8916;-0.856312;
0.101652;-4.89814;-0.864381;
0.101652;-4.90466;-0.872447;
0.101653;-4.91117;-0.88051;
0.101653;-4.91766;-0.88857;
0.101653;-4.92413;-0.896626;
0.101654;-4.93058;-0.90468;
0.101654;-4.93702;-0.91273;
0.101654;-4.94344;-0.920777;
0.101654;-4.94984;-0.928821;
0.101655;-4.95622;-0.936861;
0.101655;-4.96258;-0.944898;
0.101655;-4.96893;-0.952932;
0.101656;-4.97526;-0.960962;
0.101656;-4.98158;-0.968989;
0.101656;-4.98787;-0.977012;
0.101657;-4.99415;-0.985032;
0.101657;-5.00041;-0.993049;
0.101657;-5.00665;-1.00106;
0.101657;-5.01287;-1.00907;
0.101658;-5.01908;-1.01708;
0.101658;-5.02527;-1.02508;
0.101658;-5.03144;-1.03308;
0.101659;-5.03759;-1.04107;
0.101659;-5.04372;-1.04906;
0.101659;-5.04984;-1.05705;
0.10166;-5.05594;-1.06503;
0.10166;-5.06202;-1.07301;
0.10166;-5.06808;-1.08099;
0.10166;-5.07413;-1.08896;
0.101661;-5.08015;-1.09693;
0.101661;-5.08616;-1.1049;
0.101661;-5.09215;-1.11286;
0.101662;-5.09813;-1.12081;
0.101662;-5.10408;-1.12877;
0.101662;-5.11002;-1.13671;
0.101663;-5.11594;-1.14466;
0.101663;-5.12184;-1.1526;
0.101663;-5.12772;-1.16054;
0.101663;-5.13358;-1.16847;
0.101664;-5.13943;-1.1764;
0.101664;-5.14525;-1.18432;
0.101664;-5.15106;-1.19224;
0.101665;-5.15685;-1.20016;
0.101665;-5.16262;-1.20807;
0.101665;-5.16838;-1.21597;
0.101666;-5.17411;-1.22388;
0.101666;-5.17983;-1.23177;
0.101666;-5.18553;-1.23967;
0.101666;-5.19121;-1.24756;
0.101667;-5.19687;-1.25544;
0.101667;-5.20251;-1.26332;
0.101667;-5.20814;-1.2712;
0.101668;-5.21375;-1.27907;
0.101668;-5.21933;-1.28694;
0.101668;-5.2249;-1.2948;
0.101669;-5.23045;-1.30266;
0.101669;-5.23598;-1.31051;
0.101669;-5.2415;-1.31836;
0.101669;-5.24699;-1.3262;
0.10167;-5.25247;-1.33404;
0.10167;-5.25793;-1.34188;
0.10167;-5.26337;-1.34971;
0.101671;-5.26879;-1.35753;
0.101671;-5.27419;-1.36535;
0.101671;-5.27957;-1.37317;
0.101672;-5.28493;-1.38098;
0.101672;-5.29028;-1.38878;
0.101672;-5.29561;-1.39658;
0.101672;-5.30091;-1.40438;
0.101673;-5.3062;-1.41217;
0.101673;-5.31147;-1.41996;
0.101673;-5.31672;-1.42774;
0.101674;-5.32195;-1.43551;
0.101674;-5.32717;-1.44328;
0.101674;-5.33236;-1.45105;
0.101675;-5.33754;-1.45881;
0.101675;-5.34269;-1.46656;
0.101675;-5.34783;-1.47431;
0.101675;-5.35295;-1.48206;
0.101676;-5.35805;-1.4898;
0.101676;-5.36313;-1.49753;
0.101676;-5.36819;-1.50526;
0.101677;-5.37323;-1.51298;
0.101677;-5.37826;-1.5207;
0.101677;-5.38326;-1.52841;
0.101678;-5.38824;-1.53612;
0.101678;-5.39321;-1.54382;
0.101678;-5.39816;-1.55152;
0.101678;-5.40308;-1.55921;
0.101679;-5.40799;-1.56689;
0.101679;-5.41288;-1.57457;
0.101679;-5.41775;-1.58225;
0.10168;-5.4226;-1.58991;
0.10168;-5.42743;-1.59758;
0.10168;-5.43224;-1.60523;
0.101681;-5.43704;-1.61288;
0.101681;-5.44181;-1.62053;
0.101681;-5.44656;-1.62817;
0.101681;-5.4513;-1.6358;
0.101682;-5.45601;-1.64343;
0.101682;-5.46071;-1.65105;
0.101682;-5.46539;-1.65867;
0.101683;-5.47004;-1.66628;
0.101683;-5.47468;-1.67388;
0.101683;-5.4793;-1.68148;
0.101684;-5.4839;-1.68908;
0.101684;-5.48848;-1.69666;
0.101684;-5.49304;-1.70424;
0.101684;-5.49758;-1.71182;
0.101685;-5.5021;-1.71939;
0.101685;-5.5066;-1.72695;
0.101685;-5.51108;-1.7345;
0.101686;-5.51554;-1.74205;
0.101686;-5.51999;-1.7496;
0.101686;-5.52441;-1.75714;
0.101687;-5.52881;-1.76467;
0.101687;-5.53319;-1.77219;
0.101687;-5.53756;-1.77971;
0.101687;-5.5419;-1.78722;
0.101688;-5.54623;-1.79473;
0.101688;-5.55053;-1.80223;
0.101688;-5.55482;-1.80972;
0.101689;-5.55908;-1.81721;
0.101689;-5.56333;-1.82469;
0.101689;-5.56755;-1.83217;
0.10169;-5.57176;-1.83963;
0.10169;-5.57595;-1.84709;
0.10169;-5.58011;-1.85455;
0.10169;-5.58426;-1.862;
0.101691;-5.58839;-1.86944;
0.101691;-5.59249;-1.87687;
0.101691;-5.59658;-1.8843;
0.101692;-5.60065;-1.89172;
0.101692;-5.60469;-1.89914;
0.101692;-5.60872;-1.90654;
0.101693;-5.61273;-1.91394;
0.101693;-5.61672;-1.92134;
0.101693;-5.62068;-1.92873;
0.101693;-5.62463;-1.93611;
0.101694;-5.62856;-1.94348;
0.101694;-5.63247;-1.95085;
0.101694;-5.63635;-1.95821;
0.101695;-5.64022;-1.96556;
0.101695;-5.64407;-1.9729;
0.101695;-5.6479;-1.98024;
0.101696;-5.6517;-1.98758;
0.101696;-5.65549;-1.9949;
0.101696;-5.65926;-2.00222;
0.101696;-5.663;-2.00953;
0.101697;-5.66673;-2.01683;
0.101697;-5.67044;-2.02413;
0.101697;-5.67412;-2.03142;
0.101698;-5.67779;-2.0387;
0.101698;-5.68144;-2.04597;
0.101698;-5.68506;-2.05324;
0.101699;-5.68867;-2.0605;
0.101699;-5.69225;-2.06775;
0.101699;-5.69582;-2.075;
0.101699;-5.69937;-2.08224;
0.1017;-5.70289;-2.08947;
0.1017;-5.70639;-2.09669;
0.1017;-5.70988;-2.10391;
0.101701;-5.71334;-2.11111;
0.101701;-5.71679;-2.11831;
0.101701;-5.72021;-2.12551;
0.101702;-5.72361;-2.13269;
0.101702;-5.727;-2.13987;
0.101702;-5.73036;-2.14704;
0.101702;-5.7337;-2.1542;
0.101703;-5.73702;-2.16136;
0.101703;-5.74032;-2.16851;
0.101703;-5.74361;-2.17565;
0.101704;-5.74687;-2.18278;
0.101704;-5.75011;-2.1899;
0.101704;-5.75333;-2.19702;
0.101705;-5.75653;-2.20413;
0.101705;-5.7597;-2.21123;
0.101705;-5.76286;-2.21832;
0.101705;-5.766;-2.22541;
0.101706;-5.76912;-2.23248;
0.101706;-5.77222;-2.23955;
0.101706;-5.77529;-2.24662;
0.101707;-5.77835;-2.25367;
0.101707;-5.78138;-2.26071;
0.101707;-5.7844;-2.26775;
0.101708;-5.78739;-2.27478;
0.101708;-5.79037;-2.2818;
0.101708;-5.79332;-2.28881;
0.101708;-5.79625;-2.29582;
0.101709;-5.79916;-2.30282;
0.101709;-5.80205;-2.30981;
0.101709;-5.80493;-2.31679;
0.10171;-5.80778;-2.32376;
0.10171;-5.81061;-2.33072;
0.10171;-5.81341;-2.33768;
0.101711;-5.8162;-2.34462;
0.101711;-5.81897;-2.35156;
0.101711;-5.82172;-2.35849;
0.101711;-5.82444;-2.36542;
0.101712;-5.82715;-2.37233;
0.101712;-5.82983;-2.37924;
0.101712;-5.8325;-2.38613;
0.101713;-5.83514;-2.39302;
0.101713;-5.83776;-2.3999;
0.101713;-5.84036;-2.40677;
0.101714;-5.84295;-2.41364;
0.101714;-5.84551;-2.42049;
0.101714;-5.84805;-2.42734;
0.101714;-5.85056;-2.43417;
0.101715;-5.85306;-2.441;
0.101715;-5.85554;-2.44782;
0.101715;-5.858;-2.45463;
0.101716;-5.86043;-2.46143;
0.101716;-5.86285;-2.46823;
0.101716;-5.86524;-2.47501;
0.101717;-5.86761;-2.48179;
0.101717;-5.86997;-2.48856;
0.101717;-5.8723;-2.49531;
0.101717;-5.87461;-2.50206;
0.101718;-5.8769;-2.5088;
0.101718;-5.87917;-2.51554;
0.101718;-5.88141;-2.52226;
0.101719;-5.88364;-2.52897;
0.101719;-5.88585;-2.53568;
0.101719;-5.88803;-2.54237;
0.10172;-5.8902;-2.54906;
0.10172;-5.89234;-2.55574;
0.10172;-5.89446;-2.56241;
0.10172;-5.89656;-2.56907;
0.101721;-5.89864;-2.57572;
0.101721;-5.9007;-2.58236;
0.101721;-5.90274;-2.58899;
0.101722;-5.90476;-2.59561;
0.101722;-5.90676;-2.60223;
0.101722;-5.90873;-2.60883;
0.101723;-5.91069;-2.61543;
0.101723;-5.91262;-2.62201;
0.101723;-5.91453;-2.62859;
0.101723;-5.91642;-2.63516;
0.101724;-5.9183;-2.64171;
0.101724;-5.92014;-2.64826;
0.101724;-5.92197;-2.6548;
0.101725;-5.92378;-2.66133;
0.101725;-5.92557;-2.66785;
0.101725;-5.92733;-2.67436;
0.101726;-5.92908;-2.68086;
0.101726;-5.9308;-2.68735;
0.101726;-5.9325;-2.69384;
0.101726;-5.93418;-2.70031;
0.101727;-5.93584;-2.70677;
0.101727;-5.93748;-2.71323;
0.101727;-5.9391;-2.71967;
0.101728;-5.9407;-2.7261;
0.101728;-5.94227;-2.73253;
0.101728;-5.94383;-2.73894;
0.101729;-5.94536;-2.74535;
0.101729;-5.94687;-2.75174;
0.101729;-5.94836;-2.75813;
0.101729;-5.94983;-2.7645;
0.10173;-5.95128;-2.77087;
0.10173;-5.95271;-2.77722;
0.10173;-5.95412;-2.78357;
0.101731;-5.9555;-2.78991;
0.101731;-5.95687;-2.79623;
0.101731;-5.95821;-2.80255;
0.101732;-5.95953;-2.80886;
0.101732;-5.96083;-2.81515;
0.101732;-5.96211;-2.82144;
0.101732;-5.96337;-2.82772;
0.101733;-5.96461;-2.83398;
0.101733;-5.96582;-2.84024;
0.101733;-5.96702;-2.84648;
0.101734;-5.96819;-2.85272;
0.101734;-5.96934;-2.85895;
0.101734;-5.97048;-2.86516;
0.101735;-5.97159;-2.87137;
0.101735;-5.97267;-2.87756;
0.101735;-5.97374;-2.88375;
0.101735;-5.97479;-2.88992;
0.101736;-5.97581;-2.89609;
0.101736;-5.97682;-2.90224;
0.101736;-5.9778;-2.90838;
0.101737;-5.97876;-2.91452;
0.101737;-5.9797;-2.92064;
0.101737;-5.98062;-2.92675;
0.101738;-5.98152;-2.93286;
0.101738;-5.98239;-2.93895;
0.101738;-5.98325;-2.94503;
0.101738;-5.98408;-2.9511;
0.101739;-5.9849;-2.95716;
0.101739;-5.98569;-2.96321;
0.101739;-5.98646;-2.96925;
0.10174;-5.98721;-2.97528;
0.10174;-5.98793;-2.9813;
0.10174;-5.98864;-2.98731;
0.101741;-5.98933;-2.99331;
0.101741;-5.98999;-2.99929;
0.101741;-5.99063;-3.00527;
0.101741;-5.99125;-3.01123;
0.101742;-5.99185;-3.01719;
0.101742;-5.99243;-3.02313;
0.101742;-5.99299;-3.02907;
0.101743;-5.99352;-3.03499;
0.101743;-5.99404;-3.0409;
0.101743;-5.99453;-3.0468;
0.101744;-5.995;-3.05269;
0.101744;-5.99545;-3.05857;
0.101744;-5.99588;-3.06444;
0.101744;-5.99629;-3.0703;
0.101745;-5.99668;-3.07614;
0.101745;-5.99705;-3.08198;
0.101745;-5.99739;-3.0878;
0.101746;-5.99771;-3.09362;
0.101746;-5.99801;-3.09942;
0.101746;-5.99829;-3.10521;
0.101747;-5.99855;-3.11099;
0.101747;-5.99879;-3.11676;
0.101747;-5.99901;-3.12252;
0.101747;-5.9992;-3.12827;
0.101748;-5.99938;-3.134;
0.101748;-5.99953;-3.13973;
0.101748;-5.99966;-3.14544;
0.101749;-5.99977;-3.15115;
0.101749;-5.99986;-3.15684;
0.101749;-5.99993;-3.16252;
0.10175;-5.99997;-3.16819;
0.10175;-6;-3.17384;
0.10175;-6;-3.17949;
0.10175;-5.99998;-3.18513;
0.101751;-5.99994;-3.19075;
0.101751;-5.99988;-3.19636;
0.101751;-5.9998;-3.20196;
0.101752;-5.99969;-3.20755;
0.101752;-5.99957;-3.21313;
0.101752;-5.99942;-3.2187;
0.101753;-5.99926;-3.22426;
0.101753;-5.99907;-3.2298;
0.101753;-5.99886;-3.23533;
0.101753;-5.99863;-3.24085;
0.101754;-5.99837;-3.24636;
0.101754;-5.9981;-3.25186;
0.101754;-5.99781;-3.25735;
0.101755;-5.99749;-3.26282;
0.101755;-5.99715;-3.26829;
0.101755;-5.99679;-3.27374;
0.101756;-5.99641;-3.27918;
0.101756;-5.99601;-3.28461;
0.101756;-5.99559;-3.29003;
0.101756;-5.99514;-3.29543;
0.101757;-5.99468;-3.30082;
0.101757;-5.99419;-3.30621;
0.101757;-5.99368;-3.31158;
0.101758;-5.99315;-3.31693;
0.101758;-5.9926;-3.32228;
0.101758;-5.99203;-3.32762;
0.101759;-5.99144;-3.33294;
0.101759;-5.99082;-3.33825;
0.101759;-5.99018;-3.34355;
0.101759;-5.98953;-3.34884;
0.10176;-5.98885;-3.35411;
0.10176;-5.98815;-3.35938;
0.10176;-5.98743;-3.36463;
0.101761;-5.98669;-3.36987;
0.101761;-5.98592;-3.37509;
0.101761;-5.98514;-3.38031;
0.101762;-5.98433;-3.38551;
0.101762;-5.9835;-3.39071;
0.101762;-5.98265;-3.39588;
0.101762;-5.98178;-3.40105;
0.101763;-5.98089;-3.40621;
0.101763;-5.97998;-3.41135;
0.101763;-5.97905;-3.41648;
0.101764;-5.97809;-3.4216;
0.101764;-5.97712;-3.42671;
0.101764;-5.97612;-3.4318;
0.101765;-5.9751;-3.43689;
0.101765;-5.97406;-3.44196;
0.101765;-5.973;-3.44701;
0.101765;-5.97192;-3.45206;
0.101766;-5.97081;-3.45709;
0.101766;-5.96969;-3.46211;
0.101766;-5.96854;-3.46712;
0.101767;-5.96737;-3.47212;
0.101767;-5.96619;-3.4771;
0.101767;-5.96498;-3.48208;
0.101768;-5.96375;-3.48704;
0.101768;-5.96249;-3.49198;
0.101768;-5.96122;-3.49692;
0.101768;-5.95993;-3.50184;
0.101769;-5.95861;-3.50675;
0.101769;-5.95727;-3.51165;
0.101769;-5.95592;-3.51653;
0.10177;-5.95454;-3.52141;
0.10177;-5.95314;-3.52627;
0.10177;-5.95172;-3.53111;
0.101771;-5.95027;-3.53595;
0.101771;-5.94881;-3.54077;
0.101771;-5.94732;-3.54558;
0.101771;-5.94582;-3.55038;
0.101772;-5.94429;-3.55516;
0.101772;-5.94274;-3.55993;
0.101772;-5.94117;-3.56469;
0.101773;-5.93958;-3.56944;
0.101773;-5.93797;-3.57417;
0.101773;-5.93634;-3.57889;
0.101774;-5.93469;-3.5836;
0.101774;-5.93301;-3.5883;
0.101774;-5.93132;-3.59298;
0.101774;-5.9296;-3.59765;
0.101775;-5.92786;-3.60231;
0.101775;-5.9261;-3.60695;
0.101775;-5.92432;-3.61159;
0.101776;-5.92252;-3.61621;
0.101776;-5.9207;-3.62081;
0.101776;-5.91886;-3.62541;
0.101777;-5.91699;-3.62999;
0.101777;-5.91511;-3.63455;
0.101777;-5.9132;-3.63911;
0.101777;-5.91127;-3.64365;
0.101778;-5.90932;-3.64818;
0.101778;-5.90735;-3.65269;
0.101778;-5.90536;-3.6572;
0.101779;-5.90335;-3.66169;
0.101779;-5.90132;-3.66616;
0.101779;-5.89927;-3.67063;
0.10178;-5.89719;-3.67508;
0.10178;-5.8951;-3.67952;
0.10178;-5.89298;-3.68394;
0.10178;-5.89085;-3.68835;
0.101781;-5.88869;-3.69275;
0.101781;-5.88651;-3.69714;
0.101781;-5.88431;-3.70151;
0.101782;-5.88209;-3.70587;
0.101782;-5.87985;-3.71021;
0.101782;-5.87758;-3.71455;
0.101783;-5.8753;-3.71886;
0.101783;-5.873;-3.72317;
0.101783;-5.87067;-3.72746;
0.101783;-5.86832;-3.73174;
0.101784;-5.86596;-3.73601;
0.101784;-5.86357;-3.74026;
0.101784;-5.86116;-3.7445;
0.101785;-5.85873;-3.74873;
0.101785;-5.85628;-3.75294;
0.101785;-5.85381;-3.75714;
0.101786;-5.85132;-3.76133;
0.101786;-5.84881;-3.7655;
0.101786;-5.84627;-3.76966;
0.101786;-5.84372;-3.77381;
0.101787;-5.84115;-3.77794;
0.101787;-5.83855;-3.78206;
0.101787;-5.83593;-3.78617;
0.101788;-5.8333;-3.79026;
0.101788;-5.83064;-3.79434;
0.101788;-5.82796;-3.79841;
0.101789;-5.82526;-3.80246;
0.101789;-5.82254;-3.8065;
0.101789;-5.8198;-3.81052;
0.101789;-5.81704;-3.81454;
0.10179;-5.81426;-3.81853;
0.10179;-5.81145;-3.82252;
0.10179;-5.80863;-3.82649;
0.101791;-5.80579;-3.83045;
0.101791;-5.80292;-3.83439;
0.101791;-5.80004;-3.83832;
0.101792;-5.79713;-3.84224;
0.101792;-5.79421;-3.84614;
0.101792;-5.79126;-3.85003;
0.101792;-5.78829;-3.85391;
0.101793;-5.7853;-3.85777;
0.101793;-5.78229;-3.86162;
0.101793;-5.77926;-3.86545;
0.101794;-5.77622;-3.86927;
0.101794;-5.77314;-3.87308;
0.101794;-5.77005;-3.87687;
0.101795;-5.76694;-3.88065;
0.101795;-5.76381;-3.88442;
0.101795;-5.76066;-3.88817;
0.101795;-5.75749;-3.89191;
0.101796;-5.75429;-3.89563;
0.101796;-5.75108;-3.89934;
0.101796;-5.74785;-3.90304;
0.101797;-5.74459;-3.90672;
0.101797;-5.74132;-3.91039;
0.101797;-5.73802;-3.91404;
0.101798;-5.73471;-3.91768;
0.101798;-5.73137;-3.92131;
