x1 time x2 v(/vin) x3 v(/vout)
Step Information:
 4.08135178e-02  4.08135178e-02  4.08135178e-02  1.89667773e+00  4.08135178e-02  4.69832418e+00 
 4.08775178e-02  4.08775178e-02  4.08775178e-02  1.75879773e+00  4.08775178e-02  4.68331316e+00 
 4.09415178e-02  4.09415178e-02  4.09415178e-02  1.61989393e+00  4.09415178e-02  4.66835011e+00 
 4.10055178e-02  4.10055178e-02  4.10055178e-02  1.48004719e+00  4.10055178e-02  4.65343486e+00 
 4.10695178e-02  4.10695178e-02  4.10695178e-02  1.33933890e+00  4.10695178e-02  4.63856726e+00 
 4.11335178e-02  4.11335178e-02  4.11335178e-02  1.19785097e+00  4.11335178e-02  4.62374717e+00 
 4.11975178e-02  4.11975178e-02  4.11975178e-02  1.05566577e+00  4.11975178e-02  4.60897442e+00 
 4.12615178e-02  4.12615178e-02  4.12615178e-02  9.12866063e-01  4.12615178e-02  4.59424887e+00 
 4.13255178e-02  4.13255178e-02  4.13255178e-02  7.69534971e-01  4.13255178e-02  4.57957037e+00 
 4.13895178e-02  4.13895178e-02  4.13895178e-02  6.25755930e-01  4.13895178e-02  4.56493876e+00 
 4.14535178e-02  4.14535178e-02  4.14535178e-02  4.81612633e-01  4.14535178e-02  4.55035390e+00 
 4.15175178e-02  4.15175178e-02  4.15175178e-02  3.37188987e-01  4.15175178e-02  4.53581564e+00 
 4.15815178e-02  4.15815178e-02  4.15815178e-02  1.92569061e-01  4.15815178e-02  4.52132383e+00 
 4.16455178e-02  4.16455178e-02  4.16455178e-02  4.78370405e-02  4.16455178e-02  4.50687832e+00 
 4.17095178e-02  4.17095178e-02  4.17095178e-02 -9.69228264e-02  4.17095178e-02  4.49247896e+00 
 4.17735178e-02  4.17735178e-02  4.17735178e-02 -2.41626274e-01  4.17735178e-02  4.47812560e+00 
 4.18375178e-02  4.18375178e-02  4.18375178e-02 -3.86189070e-01  4.18375178e-02  4.46381811e+00 
 4.19015178e-02  4.19015178e-02  4.19015178e-02 -5.30527063e-01  4.19015178e-02  4.44955632e+00 
 4.19655178e-02  4.19655178e-02  4.19655178e-02 -6.74556234e-01  4.19655178e-02  4.43534010e+00 
 4.20295178e-02  4.20295178e-02  4.20295178e-02 -8.18192743e-01  4.20295178e-02  4.42116930e+00 
 4.20935178e-02  4.20935178e-02  4.20935178e-02 -9.61352978e-01  4.20935178e-02  4.40704378e+00 
 4.21575178e-02  4.21575178e-02  4.21575178e-02 -1.10395360e+00  4.21575178e-02  4.39296338e+00 
 4.22215178e-02  4.22215178e-02  4.22215178e-02 -1.24591161e+00  4.22215178e-02  4.37892797e+00 
 4.22855178e-02  4.22855178e-02  4.22855178e-02 -1.38714437e+00  4.22855178e-02  4.36493741e+00 
 4.23495178e-02  4.23495178e-02  4.23495178e-02 -1.52756967e+00  4.23495178e-02  4.35099154e+00 
 4.24135178e-02  4.24135178e-02  4.24135178e-02 -1.66710576e+00  4.24135178e-02  4.33709023e+00 
 4.24775178e-02  4.24775178e-02  4.24775178e-02 -1.80567142e+00  4.24775178e-02  4.32323333e+00 
 4.25415178e-02  4.25415178e-02  4.25415178e-02 -1.94318599e+00  4.25415178e-02  4.30942070e+00 
 4.26055178e-02  4.26055178e-02  4.26055178e-02 -2.07956942e+00  4.26055178e-02  4.29565221e+00 
 4.26695178e-02  4.26695178e-02  4.26695178e-02 -2.21474233e+00  4.26695178e-02  4.28192770e+00 
 4.27335178e-02  4.27335178e-02  4.27335178e-02 -2.34862602e+00  4.27335178e-02  4.26824704e+00 
 4.27975178e-02  4.27975178e-02  4.27975178e-02 -2.48114257e+00  4.27975178e-02  4.25461009e+00 
 4.28615178e-02  4.28615178e-02  4.28615178e-02 -2.61221483e+00  4.28615178e-02  4.24101671e+00 
 4.29255178e-02  4.29255178e-02  4.29255178e-02 -2.74176651e+00  4.29255178e-02  4.22746677e+00 
 4.29895178e-02  4.29895178e-02  4.29895178e-02 -2.86972220e+00  4.29895178e-02  4.21396011e+00 
 4.30535178e-02  4.30535178e-02  4.30535178e-02 -2.99600740e+00  4.30535178e-02  4.20049660e+00 
 4.31175178e-02  4.31175178e-02  4.31175178e-02 -3.12054862e+00  4.31175178e-02  4.18707611e+00 
 4.31815178e-02  4.31815178e-02  4.31815178e-02 -3.24327335e+00  4.31815178e-02  4.17369850e+00 
 4.32455178e-02  4.32455178e-02  4.32455178e-02 -3.36411015e+00  4.32455178e-02  4.16036363e+00 
 4.33095178e-02  4.33095178e-02  4.33095178e-02 -3.48298869e+00  4.33095178e-02  4.14707136e+00 
 4.33735178e-02  4.33735178e-02  4.33735178e-02 -3.59983977e+00  4.33735178e-02  4.13382156e+00 
 4.34375178e-02  4.34375178e-02  4.34375178e-02 -3.71459536e+00  4.34375178e-02  4.12061410e+00 
 4.35015178e-02  4.35015178e-02  4.35015178e-02 -3.82718867e+00  4.35015178e-02  4.10744883e+00 
 4.35655178e-02  4.35655178e-02  4.35655178e-02 -3.93755416e+00  4.35655178e-02  4.09432562e+00 
 4.36295178e-02  4.36295178e-02  4.36295178e-02 -4.04562757e+00  4.36295178e-02  4.08124434e+00 
 4.36935178e-02  4.36935178e-02  4.36935178e-02 -4.15134601e+00  4.36935178e-02  4.06820486e+00 
 4.37575178e-02  4.37575178e-02  4.37575178e-02 -4.25464793e+00  4.37575178e-02  4.05520703e+00 
 4.38215178e-02  4.38215178e-02  4.38215178e-02 -4.35547320e+00  4.38215178e-02  4.04225074e+00 
 4.38855178e-02  4.38855178e-02  4.38855178e-02 -4.45376312e+00  4.38855178e-02  4.02933583e+00 
 4.39495178e-02  4.39495178e-02  4.39495178e-02 -4.54946049e+00  4.39495178e-02  4.01646219e+00 
 4.40135178e-02  4.40135178e-02  4.40135178e-02 -4.64250960e+00  4.40135178e-02  4.00362968e+00 
 4.40775178e-02  4.40775178e-02  4.40775178e-02 -4.73285628e+00  4.40775178e-02  3.99083817e+00 
 4.41415178e-02  4.41415178e-02  4.41415178e-02 -4.82044795e+00  4.41415178e-02  3.97808753e+00 
 4.42055178e-02  4.42055178e-02  4.42055178e-02 -4.90523361e+00  4.42055178e-02  3.96537763e+00 
 4.42695178e-02  4.42695178e-02  4.42695178e-02 -4.98716390e+00  4.42695178e-02  3.95270833e+00 
 4.43335178e-02  4.43335178e-02  4.43335178e-02 -5.06619115e+00  4.43335178e-02  3.94007951e+00 
 4.43975178e-02  4.43975178e-02  4.43975178e-02 -5.14226934e+00  4.43975178e-02  3.92749104e+00 
 4.44615178e-02  4.44615178e-02  4.44615178e-02 -5.21535420e+00  4.44615178e-02  3.91494279e+00 
 4.45255178e-02  4.45255178e-02  4.45255178e-02 -5.28540317e+00  4.45255178e-02  3.90243463e+00 
 4.45895178e-02  4.45895178e-02  4.45895178e-02 -5.35237548e+00  4.45895178e-02  3.88996644e+00 
 4.46535178e-02  4.46535178e-02  4.46535178e-02 -5.41623215e+00  4.46535178e-02  3.87753807e+00 
 4.47175178e-02  4.47175178e-02  4.47175178e-02 -5.47693601e+00  4.47175178e-02  3.86514942e+00 
 4.47815178e-02  4.47815178e-02  4.47815178e-02 -5.53445171e+00  4.47815178e-02  3.85280035e+00 
 4.48455178e-02  4.48455178e-02  4.48455178e-02 -5.58874579e+00  4.48455178e-02  3.84049073e+00 
 4.49095178e-02  4.49095178e-02  4.49095178e-02 -5.63978663e+00  4.49095178e-02  3.82822044e+00 
 4.49735178e-02  4.49735178e-02  4.49735178e-02 -5.68754452e+00  4.49735178e-02  3.81598936e+00 
 4.50375178e-02  4.50375178e-02  4.50375178e-02 -5.73199167e+00  4.50375178e-02  3.80379735e+00 
 4.51015178e-02  4.51015178e-02  4.51015178e-02 -5.77310220e+00  4.51015178e-02  3.79164430e+00 
 4.51655178e-02  4.51655178e-02  4.51655178e-02 -5.81085217e+00  4.51655178e-02  3.77953007e+00 
 4.52295178e-02  4.52295178e-02  4.52295178e-02 -5.84521963e+00  4.52295178e-02  3.76745455e+00 
 4.52935178e-02  4.52935178e-02  4.52935178e-02 -5.87618455e+00  4.52935178e-02  3.75541761e+00 
 4.53575178e-02  4.53575178e-02  4.53575178e-02 -5.90372892e+00  4.53575178e-02  3.74341913e+00 
 4.54215178e-02  4.54215178e-02  4.54215178e-02 -5.92783670e+00  4.54215178e-02  3.73145898e+00 
 4.54855178e-02  4.54855178e-02  4.54855178e-02 -5.94849386e+00  4.54855178e-02  3.71953704e+00 
 4.55495178e-02  4.55495178e-02  4.55495178e-02 -5.96568837e+00  4.55495178e-02  3.70765319e+00 
 4.56135178e-02  4.56135178e-02  4.56135178e-02 -5.97941023e+00  4.56135178e-02  3.69580732e+00 
 4.56775178e-02  4.56775178e-02  4.56775178e-02 -5.98965144e+00  4.56775178e-02  3.68399929e+00 
 4.57415178e-02  4.57415178e-02  4.57415178e-02 -5.99640605e+00  4.57415178e-02  3.67222898e+00 
 4.58055178e-02  4.58055178e-02  4.58055178e-02 -5.99967012e+00  4.58055178e-02  3.66049628e+00 
 4.58695178e-02  4.58695178e-02  4.58695178e-02 -5.99944176e+00  4.58695178e-02  3.64880107e+00 
 4.59335178e-02  4.59335178e-02  4.59335178e-02 -5.99572109e+00  4.59335178e-02  3.63714322e+00 
 4.59975178e-02  4.59975178e-02  4.59975178e-02 -5.98851029e+00  4.59975178e-02  3.62552262e+00 
 4.60615178e-02  4.60615178e-02  4.60615178e-02 -5.97781354e+00  4.60615178e-02  3.61393915e+00 
 4.61255178e-02  4.61255178e-02  4.61255178e-02 -5.96363709e+00  4.61255178e-02  3.60239268e+00 
 4.61895178e-02  4.61895178e-02  4.61895178e-02 -5.94598917e+00  4.61895178e-02  3.59088311e+00 
 4.62535178e-02  4.62535178e-02  4.62535178e-02 -5.92488006e+00  4.62535178e-02  3.57941031e+00 
 4.63175178e-02  4.63175178e-02  4.63175178e-02 -5.90032205e+00  4.63175178e-02  3.56797416e+00 
 4.63815178e-02  4.63815178e-02  4.63815178e-02 -5.87232944e+00  4.63815178e-02  3.55657456e+00 
 4.64455178e-02  4.64455178e-02  4.64455178e-02 -5.84091852e+00  4.64455178e-02  3.54521137e+00 
 4.65095178e-02  4.65095178e-02  4.65095178e-02 -5.80610757e+00  4.65095178e-02  3.53388449e+00 
 4.65735178e-02  4.65735178e-02  4.65735178e-02 -5.76791686e+00  4.65735178e-02  3.52259380e+00 
 4.66375178e-02  4.66375178e-02  4.66375178e-02 -5.72636861e+00  4.66375178e-02  3.51133918e+00 
 4.67015178e-02  4.67015178e-02  4.67015178e-02 -5.68148702e+00  4.67015178e-02  3.50012052e+00 
 4.67655178e-02  4.67655178e-02  4.67655178e-02 -5.63329821e+00  4.67655178e-02  3.48893770e+00 
 4.68295178e-02  4.68295178e-02  4.68295178e-02 -5.58183023e+00  4.68295178e-02  3.47779061e+00 
 4.68935178e-02  4.68935178e-02  4.68935178e-02 -5.52711304e+00  4.68935178e-02  3.46667913e+00 
 4.69575178e-02  4.69575178e-02  4.69575178e-02 -5.46917849e+00  4.69575178e-02  3.45560316e+00 
 4.70215178e-02  4.70215178e-02  4.70215178e-02 -5.40806031e+00  4.70215178e-02  3.44456257e+00 
 4.70855178e-02  4.70855178e-02  4.70855178e-02 -5.34379407e+00  4.70855178e-02  3.43355726e+00 
 4.71495178e-02  4.71495178e-02  4.71495178e-02 -5.27641718e+00  4.71495178e-02  3.42258711e+00 
 4.72135178e-02  4.72135178e-02  4.72135178e-02 -5.20596887e+00  4.72135178e-02  3.41165201e+00 
 4.72775178e-02  4.72775178e-02  4.72775178e-02 -5.13249013e+00  4.72775178e-02  3.40075185e+00 
 4.73415178e-02  4.73415178e-02  4.73415178e-02 -5.05602375e+00  4.73415178e-02  3.38988651e+00 
 4.74055178e-02  4.74055178e-02  4.74055178e-02 -4.97661424e+00  4.74055178e-02  3.37905589e+00 
 4.74695178e-02  4.74695178e-02  4.74695178e-02 -4.89430781e+00  4.74695178e-02  3.36825987e+00 
 4.75335178e-02  4.75335178e-02  4.75335178e-02 -4.80915238e+00  4.75335178e-02  3.35749834e+00 
 4.75975178e-02  4.75975178e-02  4.75975178e-02 -4.72119753e+00  4.75975178e-02  3.34677120e+00 
 4.76615178e-02  4.76615178e-02  4.76615178e-02 -4.63049444e+00  4.76615178e-02  3.33607833e+00 
 4.77255178e-02  4.77255178e-02  4.77255178e-02 -4.53709592e+00  4.77255178e-02  3.32541962e+00 
 4.77895178e-02  4.77895178e-02  4.77895178e-02 -4.44105633e+00  4.77895178e-02  3.31479497e+00 
 4.78535178e-02  4.78535178e-02  4.78535178e-02 -4.34243159e+00  4.78535178e-02  3.30420426e+00 
 4.79175178e-02  4.79175178e-02  4.79175178e-02 -4.24127909e+00  4.79175178e-02  3.29364739e+00 
 4.79815178e-02  4.79815178e-02  4.79815178e-02 -4.13765773e+00  4.79815178e-02  3.28312425e+00 
 4.80455178e-02  4.80455178e-02  4.80455178e-02 -4.03162781e+00  4.80455178e-02  3.27263473e+00 
 4.81095178e-02  4.81095178e-02  4.81095178e-02 -3.92325107e+00  4.81095178e-02  3.26217872e+00 
 4.81735178e-02  4.81735178e-02  4.81735178e-02 -3.81259058e+00  4.81735178e-02  3.25175612e+00 
 4.82375178e-02  4.82375178e-02  4.82375178e-02 -3.69971077e+00  4.82375178e-02  3.24136682e+00 
 4.83015178e-02  4.83015178e-02  4.83015178e-02 -3.58467734e+00  4.83015178e-02  3.23101072e+00 
 4.83655178e-02  4.83655178e-02  4.83655178e-02 -3.46755725e+00  4.83655178e-02  3.22068770e+00 
 4.84295178e-02  4.84295178e-02  4.84295178e-02 -3.34841867e+00  4.84295178e-02  3.21039766e+00 
 4.84935178e-02  4.84935178e-02  4.84935178e-02 -3.22733097e+00  4.84935178e-02  3.20014050e+00 
 4.85575178e-02  4.85575178e-02  4.85575178e-02 -3.10436463e+00  4.85575178e-02  3.18991611e+00 
 4.86215178e-02  4.86215178e-02  4.86215178e-02 -2.97959121e+00  4.86215178e-02  3.17972439e+00 
 4.86855178e-02  4.86855178e-02  4.86855178e-02 -2.85308337e+00  4.86855178e-02  3.16956523e+00 
 4.87495178e-02  4.87495178e-02  4.87495178e-02 -2.72491473e+00  4.87495178e-02  3.15943853e+00 
 4.88135178e-02  4.88135178e-02  4.88135178e-02 -2.59515990e+00  4.88135178e-02  3.14934418e+00 
 4.88775178e-02  4.88775178e-02  4.88775178e-02 -2.46389442e+00  4.88775178e-02  3.13928208e+00 
 4.89415178e-02  4.89415178e-02  4.89415178e-02 -2.33119470e+00  4.89415178e-02  3.12925214e+00 
 4.90055178e-02  4.90055178e-02  4.90055178e-02 -2.19713798e+00  4.90055178e-02  3.11925424e+00 
 4.90695178e-02  4.90695178e-02  4.90695178e-02 -2.06180229e+00  4.90695178e-02  3.10928828e+00 
 4.91335178e-02  4.91335178e-02  4.91335178e-02 -1.92526642e+00  4.91335178e-02  3.09935416e+00 
 4.91975178e-02  4.91975178e-02  4.91975178e-02 -1.78760984e+00  4.91975178e-02  3.08945178e+00 
 4.92615178e-02  4.92615178e-02  4.92615178e-02 -1.64891268e+00  4.92615178e-02  3.07958104e+00 
 4.93255178e-02  4.93255178e-02  4.93255178e-02 -1.50925568e+00  4.93255178e-02  3.06974184e+00 
 4.93895178e-02  4.93895178e-02  4.93895178e-02 -1.36872014e+00  4.93895178e-02  3.05993407e+00 
 4.94535178e-02  4.94535178e-02  4.94535178e-02 -1.22738787e+00  4.94535178e-02  3.05015764e+00 
 4.95175178e-02  4.95175178e-02  4.95175178e-02 -1.08534112e+00  4.95175178e-02  3.04041245e+00 
 4.95815178e-02  4.95815178e-02  4.95815178e-02 -9.42662589e-01  4.95815178e-02  3.03069839e+00 
 4.96455178e-02  4.96455178e-02  4.96455178e-02 -7.99435331e-01  4.96455178e-02  3.02101537e+00 
 4.97095178e-02  4.97095178e-02  4.97095178e-02 -6.55742719e-01  4.97095178e-02  3.01136328e+00 
 4.97735178e-02  4.97735178e-02  4.97735178e-02 -5.11668395e-01  4.97735178e-02  3.00174203e+00 
 4.98375178e-02  4.98375178e-02  4.98375178e-02 -3.67296227e-01  4.98375178e-02  2.99215153e+00 
 4.99015178e-02  4.99015178e-02  4.99015178e-02 -2.22710254e-01  4.99015178e-02  2.98259166e+00 
 4.99655178e-02  4.99655178e-02  4.99655178e-02 -7.79946401e-02  4.99655178e-02  2.97306234e+00 
 5.00295178e-02  5.00295178e-02  5.00295178e-02  6.67663747e-02  5.00295178e-02  2.96356347e+00 
 5.00935178e-02  5.00935178e-02  5.00935178e-02  2.11488524e-01  5.00935178e-02  2.95409494e+00 
 5.01575178e-02  5.01575178e-02  5.01575178e-02  3.56087566e-01  5.01575178e-02  2.94465667e+00 
 5.02215178e-02  5.02215178e-02  5.02215178e-02  5.00479327e-01  5.02215178e-02  2.93524855e+00 
 5.02855178e-02  5.02855178e-02  5.02855178e-02  6.44579756e-01  5.02855178e-02  2.92587050e+00 
 5.03495178e-02  5.03495178e-02  5.03495178e-02  7.88304973e-01  5.03495178e-02  2.91652240e+00 
 5.04135178e-02  5.04135178e-02  5.04135178e-02  9.31571314e-01  5.04135178e-02  2.90720418e+00 
 5.04775178e-02  5.04775178e-02  5.04775178e-02  1.07429538e+00  5.04775178e-02  2.89791572e+00 
 5.05415178e-02  5.05415178e-02  5.05415178e-02  1.21639410e+00  5.05415178e-02  2.88865695e+00 
 5.06055178e-02  5.06055178e-02  5.06055178e-02  1.35778475e+00  5.06055178e-02  2.87942775e+00 
 5.06695178e-02  5.06695178e-02  5.06695178e-02  1.49838502e+00  5.06695178e-02  2.87022805e+00 
 5.07335178e-02  5.07335178e-02  5.07335178e-02  1.63811308e+00  5.07335178e-02  2.86105774e+00 
 5.07975178e-02  5.07975178e-02  5.07975178e-02  1.77688758e+00  5.07975178e-02  2.85191673e+00 
 5.08615178e-02  5.08615178e-02  5.08615178e-02  1.91462775e+00  5.08615178e-02  2.84280493e+00 
 5.09255178e-02  5.09255178e-02  5.09255178e-02  2.05125341e+00  5.09255178e-02  2.83372225e+00 
 5.09895178e-02  5.09895178e-02  5.09895178e-02  2.18668502e+00  5.09895178e-02  2.82466858e+00 
 5.10535178e-02  5.10535178e-02  5.10535178e-02  2.32084375e+00  5.10535178e-02  2.81564385e+00 
 5.11175178e-02  5.11175178e-02  5.11175178e-02  2.45365151e+00  5.11175178e-02  2.80664795e+00 
 5.11815178e-02  5.11815178e-02  5.11815178e-02  2.58503098e+00  5.11815178e-02  2.79768081e+00 
 5.12455178e-02  5.12455178e-02  5.12455178e-02  2.71490570e+00  5.12455178e-02  2.78874236e+00 
 5.13095178e-02  5.13095178e-02  5.13095178e-02  2.84320006e+00  5.13095178e-02  2.77983306e+00 
 5.13735178e-02  5.13735178e-02  5.13735178e-02  2.96983938e+00  5.13735178e-02  2.77096013e+00 
 5.14375178e-02  5.14375178e-02  5.14375178e-02  3.09474994e+00  5.14375178e-02  2.76222014e+00 
 5.15015178e-02  5.15015178e-02  5.15015178e-02  3.21785903e+00  5.15015178e-02  2.75481072e+00 
 5.15655178e-02  5.15655178e-02  5.15655178e-02  3.33909499e+00  5.15655178e-02  2.75970807e+00 
 5.16295178e-02  5.16295178e-02  5.16295178e-02  3.45838725e+00  5.16295178e-02  2.80995826e+00 
 5.16935178e-02  5.16935178e-02  5.16935178e-02  3.57566636e+00  5.16935178e-02  2.91112406e+00 
 5.17575178e-02  5.17575178e-02  5.17575178e-02  3.69086406e+00  5.17575178e-02  3.02742396e+00 
 5.18215178e-02  5.18215178e-02  5.18215178e-02  3.80391329e+00  5.18215178e-02  3.14119889e+00 
 5.18855178e-02  5.18855178e-02  5.18855178e-02  3.91474825e+00  5.18855178e-02  3.25284494e+00 
 5.19495178e-02  5.19495178e-02  5.19495178e-02  4.02330441e+00  5.19495178e-02  3.36223827e+00 
 5.20135178e-02  5.20135178e-02  5.20135178e-02  4.12951859e+00  5.20135178e-02  3.46933507e+00 
 5.20775178e-02  5.20775178e-02  5.20775178e-02  4.23332896e+00  5.20775178e-02  3.57407348e+00 
 5.21415178e-02  5.21415178e-02  5.21415178e-02  4.33467508e+00  5.21415178e-02  3.67639472e+00 
 5.22055178e-02  5.22055178e-02  5.22055178e-02  4.43349797e+00  5.22055178e-02  3.77624148e+00 
 5.22695178e-02  5.22695178e-02  5.22695178e-02  4.52974010e+00  5.22695178e-02  3.87355803e+00 
 5.23335178e-02  5.23335178e-02  5.23335178e-02  4.62334545e+00  5.23335178e-02  3.96829033e+00 
 5.23975178e-02  5.23975178e-02  5.23975178e-02  4.71425953e+00  5.23975178e-02  4.06038605e+00 
 5.24615178e-02  5.24615178e-02  5.24615178e-02  4.80242941e+00  5.24615178e-02  4.14979462e+00 
 5.25255178e-02  5.25255178e-02  5.25255178e-02  4.88780378e+00  5.25255178e-02  4.23646728e+00 
 5.25895178e-02  5.25895178e-02  5.25895178e-02  4.97033293e+00  5.25895178e-02  4.32035715e+00 
 5.26535178e-02  5.26535178e-02  5.26535178e-02  5.04996883e+00  5.26535178e-02  4.40141926e+00 
 5.27175178e-02  5.27175178e-02  5.27175178e-02  5.12666512e+00  5.27175178e-02  4.47961065e+00 
 5.27815178e-02  5.27815178e-02  5.27815178e-02  5.20037715e+00  5.27815178e-02  4.55489039e+00 
 5.28455178e-02  5.28455178e-02  5.28455178e-02  5.27106202e+00  5.28455178e-02  4.62721969e+00 
 5.29095178e-02  5.29095178e-02  5.29095178e-02  5.33867858e+00  5.29095178e-02  4.69656195e+00 
 5.29735178e-02  5.29735178e-02  5.29735178e-02  5.40318747e+00  5.29735178e-02  4.76288284e+00 
 5.30375178e-02  5.30375178e-02  5.30375178e-02  5.46455114e+00  5.30375178e-02  4.82615041e+00 
 5.31015178e-02  5.31015178e-02  5.31015178e-02  5.52273386e+00  5.31015178e-02  4.88633519e+00 
 5.31655178e-02  5.31655178e-02  5.31655178e-02  5.57770178e+00  5.31655178e-02  4.94341028e+00 
 5.32295178e-02  5.32295178e-02  5.32295178e-02  5.62942289e+00  5.32295178e-02  4.99735151e+00 
 5.32935178e-02  5.32935178e-02  5.32935178e-02  5.67786709e+00  5.32935178e-02  5.04813760e+00 
 5.33575178e-02  5.33575178e-02  5.33575178e-02  5.72300617e+00  5.33575178e-02  5.09575028e+00 
 5.34215178e-02  5.34215178e-02  5.34215178e-02  5.76481386e+00  5.34215178e-02  5.14017457e+00 
 5.34855178e-02  5.34855178e-02  5.34855178e-02  5.80326583e+00  5.34855178e-02  5.18139898e+00 
 5.35495178e-02  5.35495178e-02  5.35495178e-02  5.83833970e+00  5.35495178e-02  5.21941580e+00 
 5.36135178e-02  5.36135178e-02  5.36135178e-02  5.87001503e+00  5.36135178e-02  5.25422148e+00 
 5.36775178e-02  5.36775178e-02  5.36775178e-02  5.89827340e+00  5.36775178e-02  5.28581699e+00 
 5.37415178e-02  5.37415178e-02  5.37415178e-02  5.92309836e+00  5.37415178e-02  5.31420841e+00 
 5.38055178e-02  5.38055178e-02  5.38055178e-02  5.94447546e+00  5.38055178e-02  5.33940745e+00 
 5.38695178e-02  5.38695178e-02  5.38695178e-02  5.96239225e+00  5.38695178e-02  5.36143229e+00 
 5.39335178e-02  5.39335178e-02  5.39335178e-02  5.97683830e+00  5.39335178e-02  5.38030844e+00 
 5.39975178e-02  5.39975178e-02  5.39975178e-02  5.98780521e+00  5.39975178e-02  5.39606986e+00 
 5.40615178e-02  5.40615178e-02  5.40615178e-02  5.99528659e+00  5.40615178e-02  5.40876033e+00 
 5.41255178e-02  5.41255178e-02  5.41255178e-02  5.99927808e+00  5.41255178e-02  5.41843508e+00 
 5.41895178e-02  5.41895178e-02  5.41895178e-02  5.99977736e+00  5.41895178e-02  5.42516275e+00 
 5.42535178e-02  5.42535178e-02  5.42535178e-02  5.99678415e+00  5.42535178e-02  5.42902822e+00 
 5.43175178e-02  5.43175178e-02  5.43175178e-02  5.99030018e+00  5.43175178e-02  5.43013396e+00 
 5.43815178e-02  5.43815178e-02  5.43815178e-02  5.98032923e+00  5.43815178e-02  5.42860285e+00 
 5.44455178e-02  5.44455178e-02  5.44455178e-02  5.96687710e+00  5.44455178e-02  5.42458218e+00 
 5.45095178e-02  5.45095178e-02  5.45095178e-02  5.94995162e+00  5.45095178e-02  5.41824518e+00 
 5.45735178e-02  5.45735178e-02  5.45735178e-02  5.92956265e+00  5.45735178e-02  5.40979220e+00 
 5.46375178e-02  5.46375178e-02  5.46375178e-02  5.90572205e+00  5.46375178e-02  5.39944998e+00 
 5.47015178e-02  5.47015178e-02  5.47015178e-02  5.87844370e+00  5.47015178e-02  5.38746801e+00 
 5.47655178e-02  5.47655178e-02  5.47655178e-02  5.84774348e+00  5.47655178e-02  5.37411127e+00 
 5.48295178e-02  5.48295178e-02  5.48295178e-02  5.81363926e+00  5.48295178e-02  5.35964920e+00 
 5.48935178e-02  5.48935178e-02  5.48935178e-02  5.77615090e+00  5.48935178e-02  5.34434193e+00 
 5.49575178e-02  5.49575178e-02  5.49575178e-02  5.73530021e+00  5.49575178e-02  5.32842601e+00 
 5.50215178e-02  5.50215178e-02  5.50215178e-02  5.69111098e+00  5.50215178e-02  5.31210264e+00 
 5.50855178e-02  5.50855178e-02  5.50855178e-02  5.64360892e+00  5.50855178e-02  5.29553092e+00 
 5.51495178e-02  5.51495178e-02  5.51495178e-02  5.59282170e+00  5.51495178e-02  5.27882740e+00 
 5.52135178e-02  5.52135178e-02  5.52135178e-02  5.53877886e+00  5.52135178e-02  5.26207097e+00 
 5.52775178e-02  5.52775178e-02  5.52775178e-02  5.48151188e+00  5.52775178e-02  5.24531093e+00 
 5.53415178e-02  5.53415178e-02  5.53415178e-02  5.42105408e+00  5.53415178e-02  5.22857571e+00 
 5.54055178e-02  5.54055178e-02  5.54055178e-02  5.35744066e+00  5.54055178e-02  5.21188044e+00 
 5.54695178e-02  5.54695178e-02  5.54695178e-02  5.29070865e+00  5.54695178e-02  5.19523258e+00 
 5.55335178e-02  5.55335178e-02  5.55335178e-02  5.22089689e+00  5.55335178e-02  5.17863546e+00 
 5.55975178e-02  5.55975178e-02  5.55975178e-02  5.14804603e+00  5.55975178e-02  5.16209042e+00 
 5.56615178e-02  5.56615178e-02  5.56615178e-02  5.07219846e+00  5.56615178e-02  5.14559789e+00 
 5.57255178e-02  5.57255178e-02  5.57255178e-02  4.99339834e+00  5.57255178e-02  5.12915793e+00 
 5.57895178e-02  5.57895178e-02  5.57895178e-02  4.91169154e+00  5.57895178e-02  5.11277046e+00 
 5.58535178e-02  5.58535178e-02  5.58535178e-02  4.82712562e+00  5.58535178e-02  5.09643534e+00 
 5.59175178e-02  5.59175178e-02  5.59175178e-02  4.73974981e+00  5.59175178e-02  5.08015240e+00 
 5.59815178e-02  5.59815178e-02  5.59815178e-02  4.64961497e+00  5.59815178e-02  5.06392149e+00 
 5.60455178e-02  5.60455178e-02  5.60455178e-02  4.55677357e+00  5.60455178e-02  5.04774242e+00 
 5.61095178e-02  5.61095178e-02  5.61095178e-02  4.46127964e+00  5.61095178e-02  5.03161505e+00 
 5.61735178e-02  5.61735178e-02  5.61735178e-02  4.36318879e+00  5.61735178e-02  5.01553921e+00 
 5.62375178e-02  5.62375178e-02  5.62375178e-02  4.26255810e+00  5.62375178e-02  4.99951472e+00 
 5.63015178e-02  5.63015178e-02  5.63015178e-02  4.15944616e+00  5.63015178e-02  4.98354143e+00 
 5.63655178e-02  5.63655178e-02  5.63655178e-02  4.05391298e+00  5.63655178e-02  4.96761917e+00 
 5.64295178e-02  5.64295178e-02  5.64295178e-02  3.94602000e+00  5.64295178e-02  4.95174779e+00 
 5.64935178e-02  5.64935178e-02  5.64935178e-02  3.83583003e+00  5.64935178e-02  4.93592711e+00 
 5.65575178e-02  5.65575178e-02  5.65575178e-02  3.72340720e+00  5.65575178e-02  4.92015697e+00 
