x1 time x2 v(/vin) x3 v(/vout)
Step Information:
 5.66215178e-02  5.66215178e-02  5.66215178e-02  3.60881695e+00  5.66215178e-02  4.90443722e+00 
 5.66855178e-02  5.66855178e-02  5.66855178e-02  3.49212600e+00  5.66855178e-02  4.88876769e+00 
 5.67495178e-02  5.67495178e-02  5.67495178e-02  3.37340227e+00  5.67495178e-02  4.87314823e+00 
 5.68135178e-02  5.68135178e-02  5.68135178e-02  3.25271486e+00  5.68135178e-02  4.85757867e+00 
 5.68775178e-02  5.68775178e-02  5.68775178e-02  3.13013403e+00  5.68775178e-02  4.84205885e+00 
 5.69415178e-02  5.69415178e-02  5.69415178e-02  3.00573113e+00  5.69415178e-02  4.82658862e+00 
 5.70055178e-02  5.70055178e-02  5.70055178e-02  2.87957859e+00  5.70055178e-02  4.81116781e+00 
 5.70695178e-02  5.70695178e-02  5.70695178e-02  2.75174983e+00  5.70695178e-02  4.79579627e+00 
 5.71335178e-02  5.71335178e-02  5.71335178e-02  2.62231926e+00  5.71335178e-02  4.78047384e+00 
 5.71975178e-02  5.71975178e-02  5.71975178e-02  2.49136222e+00  5.71975178e-02  4.76520036e+00 
 5.72615178e-02  5.72615178e-02  5.72615178e-02  2.35895496e+00  5.72615178e-02  4.74997568e+00 
 5.73255178e-02  5.73255178e-02  5.73255178e-02  2.22517453e+00  5.73255178e-02  4.73479965e+00 
 5.73895178e-02  5.73895178e-02  5.73895178e-02  2.09009882e+00  5.73895178e-02  4.71967210e+00 
 5.74535178e-02  5.74535178e-02  5.74535178e-02  1.95380646e+00  5.74535178e-02  4.70459288e+00 
 5.75175178e-02  5.75175178e-02  5.75175178e-02  1.81637677e+00  5.75175178e-02  4.68956183e+00 
 5.75815178e-02  5.75815178e-02  5.75815178e-02  1.67788976e+00  5.75815178e-02  4.67457882e+00 
 5.76455178e-02  5.76455178e-02  5.76455178e-02  1.53842605e+00  5.76455178e-02  4.65964367e+00 
 5.77095178e-02  5.77095178e-02  5.77095178e-02  1.39806681e+00  5.77095178e-02  4.64475623e+00 
 5.77735178e-02  5.77735178e-02  5.77735178e-02  1.25689375e+00  5.77735178e-02  4.62991636e+00 
 5.78375178e-02  5.78375178e-02  5.78375178e-02  1.11498904e+00  5.78375178e-02  4.61512391e+00 
 5.79015178e-02  5.79015178e-02  5.79015178e-02  9.72435297e-01  5.79015178e-02  4.60037871e+00 
 5.79655178e-02  5.79655178e-02  5.79655178e-02  8.29315493e-01  5.79655178e-02  4.58568062e+00 
 5.80295178e-02  5.80295178e-02  5.80295178e-02  6.85712939e-01  5.80295178e-02  4.57102950e+00 
 5.80935178e-02  5.80935178e-02  5.80935178e-02  5.41711230e-01  5.80935178e-02  4.55642518e+00 
 5.81575178e-02  5.81575178e-02  5.81575178e-02  3.97394187e-01  5.81575178e-02  4.54186752e+00 
 5.82215178e-02  5.82215178e-02  5.82215178e-02  2.52845819e-01  5.82215178e-02  4.52735637e+00 
 5.82855178e-02  5.82855178e-02  5.82855178e-02  1.08150269e-01  5.82855178e-02  4.51289159e+00 
 5.83495178e-02  5.83495178e-02  5.83495178e-02 -3.66082361e-02  5.83495178e-02  4.49847301e+00 
 5.84135178e-02  5.84135178e-02  5.84135178e-02 -1.81345431e-01  5.84135178e-02  4.48410051e+00 
 5.84775178e-02  5.84775178e-02  5.84775178e-02 -3.25977065e-01  5.84775178e-02  4.46977392e+00 
 5.85415178e-02  5.85415178e-02  5.85415178e-02 -4.70418945e-01  5.85415178e-02  4.45549311e+00 
 5.86055178e-02  5.86055178e-02  5.86055178e-02 -6.14586992e-01  5.86055178e-02  4.44125792e+00 
 5.86695178e-02  5.86695178e-02  5.86695178e-02 -7.58397286e-01  5.86695178e-02  4.42706821e+00 
 5.87335178e-02  5.87335178e-02  5.87335178e-02 -9.01766113e-01  5.87335178e-02  4.41292384e+00 
 5.87975178e-02  5.87975178e-02  5.87975178e-02 -1.04461002e+00  5.87975178e-02  4.39882466e+00 
 5.88615178e-02  5.88615178e-02  5.88615178e-02 -1.18684585e+00  5.88615178e-02  4.38477053e+00 
 5.89255178e-02  5.89255178e-02  5.89255178e-02 -1.32839081e+00  5.89255178e-02  4.37076129e+00 
 5.89895178e-02  5.89895178e-02  5.89895178e-02 -1.46916251e+00  5.89895178e-02  4.35679682e+00 
 5.90535178e-02  5.90535178e-02  5.90535178e-02 -1.60907901e+00  5.90535178e-02  4.34287696e+00 
 5.91175178e-02  5.91175178e-02  5.91175178e-02 -1.74805885e+00  5.91175178e-02  4.32900157e+00 
 5.91815178e-02  5.91815178e-02  5.91815178e-02 -1.88602114e+00  5.91815178e-02  4.31517052e+00 
 5.92455178e-02  5.92455178e-02  5.92455178e-02 -2.02288557e+00  5.92455178e-02  4.30138365e+00 
 5.93095178e-02  5.93095178e-02  5.93095178e-02 -2.15857246e+00  5.93095178e-02  4.28764083e+00 
 5.93735178e-02  5.93735178e-02  5.93735178e-02 -2.29300284e+00  5.93735178e-02  4.27394192e+00 
 5.94375178e-02  5.94375178e-02  5.94375178e-02 -2.42609845e+00  5.94375178e-02  4.26028678e+00 
 5.95015178e-02  5.95015178e-02  5.95015178e-02 -2.55778182e+00  5.95015178e-02  4.24667526e+00 
 5.95655178e-02  5.95655178e-02  5.95655178e-02 -2.68797630e+00  5.95655178e-02  4.23310724e+00 
 5.96295178e-02  5.96295178e-02  5.96295178e-02 -2.81660609e+00  5.96295178e-02  4.21958256e+00 
 5.96935178e-02  5.96935178e-02  5.96935178e-02 -2.94359631e+00  5.96935178e-02  4.20610109e+00 
 5.97575178e-02  5.97575178e-02  5.97575178e-02 -3.06887306e+00  5.97575178e-02  4.19266269e+00 
 5.98215178e-02  5.98215178e-02  5.98215178e-02 -3.19236340e+00  5.98215178e-02  4.17926723e+00 
 5.98855178e-02  5.98855178e-02  5.98855178e-02 -3.31399546e+00  5.98855178e-02  4.16591457e+00 
 5.99495178e-02  5.99495178e-02  5.99495178e-02 -3.43369842e+00  5.99495178e-02  4.15260457e+00 
 6.00135178e-02  6.00135178e-02  6.00135178e-02 -3.55140261e+00  6.00135178e-02  4.13933709e+00 
 6.00775178e-02  6.00775178e-02  6.00775178e-02 -3.66703951e+00  6.00775178e-02  4.12611200e+00 
 6.01415178e-02  6.01415178e-02  6.01415178e-02 -3.78054180e+00  6.01415178e-02  4.11292917e+00 
 6.02055178e-02  6.02055178e-02  6.02055178e-02 -3.89184343e+00  6.02055178e-02  4.09978845e+00 
 6.02695178e-02  6.02695178e-02  6.02695178e-02 -4.00087960e+00  6.02695178e-02  4.08668972e+00 
 6.03335178e-02  6.03335178e-02  6.03335178e-02 -4.10758684e+00  6.03335178e-02  4.07363283e+00 
 6.03975178e-02  6.03975178e-02  6.03975178e-02 -4.21190303e+00  6.03975178e-02  4.06061767e+00 
 6.04615178e-02  6.04615178e-02  6.04615178e-02 -4.31376745e+00  6.04615178e-02  4.04764408e+00 
 6.05255178e-02  6.05255178e-02  6.05255178e-02 -4.41312081e+00  6.05255178e-02  4.03471195e+00 
 6.05895178e-02  6.05895178e-02  6.05895178e-02 -4.50990527e+00  6.05895178e-02  4.02182113e+00 
 6.06535178e-02  6.06535178e-02  6.06535178e-02 -4.60406449e+00  6.06535178e-02  4.00897150e+00 
 6.07175178e-02  6.07175178e-02  6.07175178e-02 -4.69554366e+00  6.07175178e-02  3.99616293e+00 
 6.07815178e-02  6.07815178e-02  6.07815178e-02 -4.78428954e+00  6.07815178e-02  3.98339527e+00 
 6.08455178e-02  6.08455178e-02  6.08455178e-02 -4.87025046e+00  6.08455178e-02  3.97066841e+00 
 6.09095178e-02  6.09095178e-02  6.09095178e-02 -4.95337638e+00  6.09095178e-02  3.95798221e+00 
 6.09735178e-02  6.09735178e-02  6.09735178e-02 -5.03361892e+00  6.09735178e-02  3.94533654e+00 
 6.10375178e-02  6.10375178e-02  6.10375178e-02 -5.11093137e+00  6.10375178e-02  3.93273127e+00 
 6.11015178e-02  6.11015178e-02  6.11015178e-02 -5.18526872e+00  6.11015178e-02  3.92016628e+00 
 6.11655178e-02  6.11655178e-02  6.11655178e-02 -5.25658770e+00  6.11655178e-02  3.90764143e+00 
 6.12295178e-02  6.12295178e-02  6.12295178e-02 -5.32484679e+00  6.12295178e-02  3.89515660e+00 
 6.12935178e-02  6.12935178e-02  6.12935178e-02 -5.39000627e+00  6.12935178e-02  3.88271166e+00 
 6.13575178e-02  6.13575178e-02  6.13575178e-02 -5.45202820e+00  6.13575178e-02  3.87030648e+00 
 6.14215178e-02  6.14215178e-02  6.14215178e-02 -5.51087647e+00  6.14215178e-02  3.85794093e+00 
 6.14855178e-02  6.14855178e-02  6.14855178e-02 -5.56651684e+00  6.14855178e-02  3.84561489e+00 
 6.15495178e-02  6.15495178e-02  6.15495178e-02 -5.61891692e+00  6.15495178e-02  3.83332823e+00 
 6.16135178e-02  6.16135178e-02  6.16135178e-02 -5.66804619e+00  6.16135178e-02  3.82108082e+00 
 6.16775178e-02  6.16775178e-02  6.16775178e-02 -5.71387607e+00  6.16775178e-02  3.80887255e+00 
 6.17415178e-02  6.17415178e-02  6.17415178e-02 -5.75637988e+00  6.17415178e-02  3.79670328e+00 
 6.18055178e-02  6.18055178e-02  6.18055178e-02 -5.79553287e+00  6.18055178e-02  3.78457289e+00 
 6.18695178e-02  6.18695178e-02  6.18695178e-02 -5.83131225e+00  6.18695178e-02  3.77248126e+00 
 6.19335178e-02  6.19335178e-02  6.19335178e-02 -5.86369720e+00  6.19335178e-02  3.76042825e+00 
 6.19975178e-02  6.19975178e-02  6.19975178e-02 -5.89266886e+00  6.19975178e-02  3.74841376e+00 
 6.20615178e-02  6.20615178e-02  6.20615178e-02 -5.91821038e+00  6.20615178e-02  3.73643766e+00 
 6.21255178e-02  6.21255178e-02  6.21255178e-02 -5.94030687e+00  6.21255178e-02  3.72449981e+00 
 6.21895178e-02  6.21895178e-02  6.21895178e-02 -5.95894548e+00  6.21895178e-02  3.71260011e+00 
 6.22535178e-02  6.22535178e-02  6.22535178e-02 -5.97411537e+00  6.22535178e-02  3.70073843e+00 
 6.23175178e-02  6.23175178e-02  6.23175178e-02 -5.98580769e+00  6.23175178e-02  3.68891464e+00 
 6.23815178e-02  6.23815178e-02  6.23815178e-02 -5.99401565e+00  6.23815178e-02  3.67712863e+00 
 6.24455178e-02  6.24455178e-02  6.24455178e-02 -5.99873446e+00  6.24455178e-02  3.66538028e+00 
 6.25095178e-02  6.25095178e-02  6.25095178e-02 -5.99996138e+00  6.25095178e-02  3.65366946e+00 
 6.25735178e-02  6.25735178e-02  6.25735178e-02 -5.99769569e+00  6.25735178e-02  3.64199606e+00 
 6.26375178e-02  6.26375178e-02  6.26375178e-02 -5.99193872e+00  6.26375178e-02  3.63035996e+00 
 6.27015178e-02  6.27015178e-02  6.27015178e-02 -5.98269381e+00  6.27015178e-02  3.61876103e+00 
 6.27655178e-02  6.27655178e-02  6.27655178e-02 -5.96996634e+00  6.27655178e-02  3.60719916e+00 
 6.28295178e-02  6.28295178e-02  6.28295178e-02 -5.95376373e+00  6.28295178e-02  3.59567423e+00 
 6.28935178e-02  6.28935178e-02  6.28935178e-02 -5.93409541e+00  6.28935178e-02  3.58418612e+00 
 6.29575178e-02  6.29575178e-02  6.29575178e-02 -5.91097282e+00  6.29575178e-02  3.57273472e+00 
 6.30215178e-02  6.30215178e-02  6.30215178e-02 -5.88440943e+00  6.30215178e-02  3.56131990e+00 
 6.30855178e-02  6.30855178e-02  6.30855178e-02 -5.85442069e+00  6.30855178e-02  3.54994155e+00 
 6.31495178e-02  6.31495178e-02  6.31495178e-02 -5.82102407e+00  6.31495178e-02  3.53859956e+00 
 6.32135178e-02  6.32135178e-02  6.32135178e-02 -5.78423901e+00  6.32135178e-02  3.52729380e+00 
 6.32775178e-02  6.32775178e-02  6.32775178e-02 -5.74408691e+00  6.32775178e-02  3.51602416e+00 
 6.33415178e-02  6.33415178e-02  6.33415178e-02 -5.70059115e+00  6.33415178e-02  3.50479053e+00 
 6.34055178e-02  6.34055178e-02  6.34055178e-02 -5.65377705e+00  6.34055178e-02  3.49359280e+00 
 6.34695178e-02  6.34695178e-02  6.34695178e-02 -5.60367185e+00  6.34695178e-02  3.48243083e+00 
 6.35335178e-02  6.35335178e-02  6.35335178e-02 -5.55030474e+00  6.35335178e-02  3.47130453e+00 
 6.35975178e-02  6.35975178e-02  6.35975178e-02 -5.49370677e+00  6.35975178e-02  3.46021378e+00 
 6.36615178e-02  6.36615178e-02  6.36615178e-02 -5.43391088e+00  6.36615178e-02  3.44915847e+00 
 6.37255178e-02  6.37255178e-02  6.37255178e-02 -5.37095189e+00  6.37255178e-02  3.43813847e+00 
 6.37895178e-02  6.37895178e-02  6.37895178e-02 -5.30486644e+00  6.37895178e-02  3.42715368e+00 
 6.38535178e-02  6.38535178e-02  6.38535178e-02 -5.23569301e+00  6.38535178e-02  3.41620399e+00 
 6.39175178e-02  6.39175178e-02  6.39175178e-02 -5.16347185e+00  6.39175178e-02  3.40528929e+00 
 6.39815178e-02  6.39815178e-02  6.39815178e-02 -5.08824501e+00  6.39815178e-02  3.39440945e+00 
 6.40000000e-02  6.40000000e-02  6.40000000e-02 -5.06596755e+00  6.40000000e-02  3.39127401e+00 
Step Information:
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.18016041e-21 
 6.40000000e-07  6.40000000e-07  6.40000000e-07  1.44764588e-03  6.40000000e-07  1.54491138e-09 
 1.20830223e-06  1.20830223e-06  1.20830223e-06  2.73311516e-03  1.20830223e-06  2.99602684e-09 
 2.34490669e-06  2.34490669e-06  2.34490669e-06  5.30405328e-03  2.34490669e-06  6.06379307e-09 
 4.61811561e-06  4.61811561e-06  4.61811561e-06  1.04459261e-02  4.61811561e-06  1.32357102e-08 
 9.16453344e-06  9.16453344e-06  9.16453344e-06  2.07296450e-02  9.16453344e-06  3.22781794e-08 
 1.82573691e-05  1.82573691e-05  1.82573691e-05  4.12968699e-02  1.82573691e-05  9.46525230e-08 
 3.59784904e-05  3.59784904e-05  3.59784904e-05  8.13789327e-02  3.59784904e-05  3.73396425e-07 
 5.70534392e-05  5.70534392e-05  5.70534392e-05  1.29041889e-01  5.70534392e-05  1.25856266e-06 
 8.37678105e-05  8.37678105e-05  8.37678105e-05  1.89446831e-01  8.37678105e-05  4.79527353e-06 
 1.14138605e-04  1.14138605e-04  1.14138605e-04  2.58095781e-01  1.14138605e-04  1.96375294e-05 
 1.48317756e-04  1.48317756e-04  1.48317756e-04  3.35312076e-01  1.48317756e-04  9.17629867e-05 
 1.85728689e-04  1.85728689e-04  1.85728689e-04  4.19765216e-01  1.85728689e-04  4.83698968e-04 
 2.26155585e-04  2.26155585e-04  2.26155585e-04  5.10932359e-01  2.26155585e-04  2.80723324e-03 
 2.69548826e-04  2.69548826e-04  2.69548826e-04  6.08656307e-01  2.69548826e-04  1.57660450e-02 
 3.16866808e-04  3.16866808e-04  3.16866808e-04  7.15032445e-01  3.16866808e-04  6.37762241e-02 
 3.74821898e-04  3.74821898e-04  3.74821898e-04  8.45008551e-01  3.74821898e-04  1.73196007e-01 
 4.29989406e-04  4.29989406e-04  4.29989406e-04  9.68359136e-01  4.29989406e-04  2.96489649e-01 
 4.93989406e-04  4.93989406e-04  4.93989406e-04  1.11093018e+00  4.93989406e-04  4.38584739e-01 
 5.57989406e-04  5.57989406e-04  5.57989406e-04  1.25285456e+00  5.57989406e-04  5.80124868e-01 
 6.21989406e-04  6.21989406e-04  6.21989406e-04  1.39404963e+00  6.21989406e-04  7.20938561e-01 
 6.85989406e-04  6.85989406e-04  6.85989406e-04  1.53443323e+00  6.85989406e-04  8.60981212e-01 
 7.49989406e-04  7.49989406e-04  7.49989406e-04  1.67392362e+00  7.49989406e-04  1.00016415e+00 
 8.13989406e-04  8.13989406e-04  8.13989406e-04  1.81243962e+00  8.13989406e-04  1.13840687e+00 
 8.77989406e-04  8.77989406e-04  8.77989406e-04  1.94990059e+00  8.77989406e-04  1.27562819e+00 
 9.41989406e-04  9.41989406e-04  9.41989406e-04  2.08622651e+00  9.41989406e-04  1.41174778e+00 
 1.00598941e-03  1.00598941e-03  1.00598941e-03  2.22133802e+00  1.00598941e-03  1.54668601e+00 
 1.06998941e-03  1.06998941e-03  1.06998941e-03  2.35515649e+00  1.06998941e-03  1.68036400e+00 
 1.13398941e-03  1.13398941e-03  1.13398941e-03  2.48760401e+00  1.13398941e-03  1.81270364e+00 
 1.19798941e-03  1.19798941e-03  1.19798941e-03  2.61860348e+00  1.19798941e-03  1.94362771e+00 
 1.26198941e-03  1.26198941e-03  1.26198941e-03  2.74807865e+00  1.26198941e-03  2.07305981e+00 
 1.32598941e-03  1.32598941e-03  1.32598941e-03  2.87595415e+00  1.32598941e-03  2.20092452e+00 
 1.38998941e-03  1.38998941e-03  1.38998941e-03  3.00215555e+00  1.38998941e-03  2.32714737e+00 
 1.45398941e-03  1.45398941e-03  1.45398941e-03  3.12660937e+00  1.45398941e-03  2.45165490e+00 
 1.51798941e-03  1.51798941e-03  1.51798941e-03  3.24924319e+00  1.51798941e-03  2.57437470e+00 
 1.58198941e-03  1.58198941e-03  1.58198941e-03  3.36998560e+00  1.58198941e-03  2.69523548e+00 
 1.64598941e-03  1.64598941e-03  1.64598941e-03  3.48876633e+00  1.64598941e-03  2.81416709e+00 
 1.70998941e-03  1.70998941e-03  1.70998941e-03  3.60551623e+00  1.70998941e-03  2.93110053e+00 
 1.77398941e-03  1.77398941e-03  1.77398941e-03  3.72016734e+00  1.77398941e-03  3.04596806e+00 
 1.83798941e-03  1.83798941e-03  1.83798941e-03  3.83265292e+00  1.83798941e-03  3.15870318e+00 
 1.90198941e-03  1.90198941e-03  1.90198941e-03  3.94290750e+00  1.90198941e-03  3.26924071e+00 
 1.96598941e-03  1.96598941e-03  1.96598941e-03  4.05086690e+00  1.96598941e-03  3.37751679e+00 
 2.02998941e-03  2.02998941e-03  2.02998941e-03  4.15646827e+00  2.02998941e-03  3.48346897e+00 
 2.09398941e-03  2.09398941e-03  2.09398941e-03  4.25965013e+00  2.09398941e-03  3.58703621e+00 
 2.15798941e-03  2.15798941e-03  2.15798941e-03  4.36035244e+00  2.15798941e-03  3.68815893e+00 
 2.22198941e-03  2.22198941e-03  2.22198941e-03  4.45851656e+00  2.22198941e-03  3.78677902e+00 
 2.28598941e-03  2.28598941e-03  2.28598941e-03  4.55408536e+00  2.28598941e-03  3.88283995e+00 
 2.34998941e-03  2.34998941e-03  2.34998941e-03  4.64700320e+00  2.34998941e-03  3.97628672e+00 
 2.41398941e-03  2.41398941e-03  2.41398941e-03  4.73721600e+00  2.41398941e-03  4.06706595e+00 
 2.47798941e-03  2.47798941e-03  2.47798941e-03  4.82467125e+00  2.47798941e-03  4.15512591e+00 
 2.54198941e-03  2.54198941e-03  2.54198941e-03  4.90931803e+00  2.54198941e-03  4.24041653e+00 
 2.60598941e-03  2.60598941e-03  2.60598941e-03  4.99110708e+00  2.60598941e-03  4.32288945e+00 
 2.66998941e-03  2.66998941e-03  2.66998941e-03  5.06999078e+00  2.66998941e-03  4.40249808e+00 
 2.73398941e-03  2.73398941e-03  2.73398941e-03  5.14592321e+00  2.73398941e-03  4.47919759e+00 
 2.79798941e-03  2.79798941e-03  2.79798941e-03  5.21886017e+00  2.79798941e-03  4.55294495e+00 
 2.86198941e-03  2.86198941e-03  2.86198941e-03  5.28875922e+00  2.86198941e-03  4.62369900e+00 
 2.92598941e-03  2.92598941e-03  2.92598941e-03  5.35557965e+00  2.92598941e-03  4.69142045e+00 
 2.98998941e-03  2.98998941e-03  2.98998941e-03  5.41928257e+00  2.98998941e-03  4.75607193e+00 
 3.05398941e-03  3.05398941e-03  3.05398941e-03  5.47983091e+00  3.05398941e-03  4.81761801e+00 
 3.11798941e-03  3.11798941e-03  3.11798941e-03  5.53718940e+00  3.11798941e-03  4.87602526e+00 
 3.18198941e-03  3.18198941e-03  3.18198941e-03  5.59132468e+00  3.18198941e-03  4.93126224e+00 
 3.24598941e-03  3.24598941e-03  3.24598941e-03  5.64220522e+00  3.24598941e-03  4.98329960e+00 
 3.30998941e-03  3.30998941e-03  3.30998941e-03  5.68980140e+00  3.30998941e-03  5.03211005e+00 
 3.37398941e-03  3.37398941e-03  3.37398941e-03  5.73408552e+00  3.37398941e-03  5.07766844e+00 
 3.43798941e-03  3.43798941e-03  3.43798941e-03  5.77503181e+00  3.43798941e-03  5.11995182e+00 
 3.50198941e-03  3.50198941e-03  3.50198941e-03  5.81261642e+00  3.50198941e-03  5.15893941e+00 
 3.56598941e-03  3.56598941e-03  3.56598941e-03  5.84681748e+00  3.56598941e-03  5.19461272e+00 
 3.62998941e-03  3.62998941e-03  3.62998941e-03  5.87761508e+00  3.62998941e-03  5.22695556e+00 
 3.69398941e-03  3.69398941e-03  3.69398941e-03  5.90499129e+00  3.69398941e-03  5.25595413e+00 
 3.75798941e-03  3.75798941e-03  3.75798941e-03  5.92893018e+00  3.75798941e-03  5.28159703e+00 
 3.82198941e-03  3.82198941e-03  3.82198941e-03  5.94941781e+00  3.82198941e-03  5.30387537e+00 
 3.88598941e-03  3.88598941e-03  3.88598941e-03  5.96644226e+00  3.88598941e-03  5.32278284e+00 
 3.94998941e-03  3.94998941e-03  3.94998941e-03  5.97999361e+00  3.94998941e-03  5.33831580e+00 
 4.01398941e-03  4.01398941e-03  4.01398941e-03  5.99006398e+00  4.01398941e-03  5.35047336e+00 
 4.07798941e-03  4.07798941e-03  4.07798941e-03  5.99664751e+00  4.07798941e-03  5.35925751e+00 
 4.14198941e-03  4.14198941e-03  4.14198941e-03  5.99974036e+00  4.14198941e-03  5.36467330e+00 
 4.20598941e-03  4.20598941e-03  4.20598941e-03  5.99934073e+00  4.20598941e-03  5.36672893e+00 
 4.26998941e-03  4.26998941e-03  4.26998941e-03  5.99544886e+00  4.26998941e-03  5.36543601e+00 
 4.33398941e-03  4.33398941e-03  4.33398941e-03  5.98806701e+00  4.33398941e-03  5.36080977e+00 
 4.39798941e-03  4.39798941e-03  4.39798941e-03  5.97719947e+00  4.39798941e-03  5.35286933e+00 
 4.46198941e-03  4.46198941e-03  4.46198941e-03  5.96285258e+00  4.46198941e-03  5.34163808e+00 
 4.52598941e-03  4.52598941e-03  4.52598941e-03  5.94503469e+00  4.52598941e-03  5.32714405e+00 
 4.58998941e-03  4.58998941e-03  4.58998941e-03  5.92375616e+00  4.58998941e-03  5.30942047e+00 
 4.65398941e-03  4.65398941e-03  4.65398941e-03  5.89902939e+00  4.65398941e-03  5.28850639e+00 
 4.71798941e-03  4.71798941e-03  4.71798941e-03  5.87086876e+00  4.71798941e-03  5.26444744e+00 
 4.78198941e-03  4.78198941e-03  4.78198941e-03  5.83929068e+00  4.78198941e-03  5.23729678e+00 
 4.84598941e-03  4.84598941e-03  4.84598941e-03  5.80431351e+00  4.84598941e-03  5.20711631e+00 
 4.90998941e-03  4.90998941e-03  4.90998941e-03  5.76595763e+00  4.90998941e-03  5.17397810e+00 
 4.97398941e-03  4.97398941e-03  4.97398941e-03  5.72424535e+00  4.97398941e-03  5.13796615e+00 
 5.03798941e-03  5.03798941e-03  5.03798941e-03  5.67920097e+00  5.03798941e-03  5.09917908e+00 
 5.10198941e-03  5.10198941e-03  5.10198941e-03  5.63085069e+00  5.10198941e-03  5.05773144e+00 
 5.16598941e-03  5.16598941e-03  5.16598941e-03  5.57922267e+00  5.16598941e-03  5.01375669e+00 
 5.22998941e-03  5.22998941e-03  5.22998941e-03  5.52434696e+00  5.22998941e-03  4.96741160e+00 
 5.29398941e-03  5.29398941e-03  5.29398941e-03  5.46625550e+00  5.29398941e-03  4.91887861e+00 
 5.35798941e-03  5.35798941e-03  5.35798941e-03  5.40498211e+00  5.35798941e-03  4.86836847e+00 
 5.42198941e-03  5.42198941e-03  5.42198941e-03  5.34056245e+00  5.42198941e-03  4.81612172e+00 
 5.48598941e-03  5.48598941e-03  5.48598941e-03  5.27303403e+00  5.48598941e-03  4.76240787e+00 
 5.54998941e-03  5.54998941e-03  5.54998941e-03  5.20243615e+00  5.54998941e-03  4.70752099e+00 
 5.61398941e-03  5.61398941e-03  5.61398941e-03  5.12880990e+00  5.61398941e-03  4.65177096e+00 
 5.67798941e-03  5.67798941e-03  5.67798941e-03  5.05219815e+00  5.67798941e-03  4.59547002e+00 
